ProductName,FormFactor,CPUSocket,Chipset,MemType,Sata3Ports,PCIExpress_x16Ports,DDR3MemSlots,DDR4MemSlots
ASRock 870 Extreme3 R2.0,ATX,Socket AM3+,AMD 870,DDR3,5,2,,
ASUS P5LD2-X,ATX,Socket 775,,DDR2,,,,
ASUS P5Q SE2/C/SI,ATX,Socket 775,Intel P45,DDR2,,,,
ASRock H55M,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
ASRock FM2A55M-HD+,Micro ATX,Socket FM2+,AMD A55,DDR3,,,,
ASRock ConRoe1333-DVI/H R2.0,Micro ATX,Socket 775,Intel 945G,,,,,
Gigabyte EP43-UD3L,ATX,Socket 775,Intel P43,DDR2,,,,
MSI B150M Grenade,Micro ATX,Socket 1151,Intel B150,DDR4,,,,
Gigabyte P55-UD3R,ATX,Socket 1156,Intel P55,DDR3,,,4,
ASRock 4Core1333-VIIV,ATX,Socket 775,Intel P965,DDR3,,,,
MSI K9A2 Neo-F,ATX,Socket AM2+,AMD 770,DDR2,,,,
Gigabyte P55-UD3L,ATX,Socket 1156,Intel P55,DDR3,,,,
ASUS P5VD2-VM SE,Micro ATX,Socket 775,,DDR2,,,,
ASRock H61M-VS,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
MSI ZH77A-G41,ATX,Socket 1155,Intel H77,DDR3,2,2,,
MSI ZH77A-G43,ATX,Socket 1155,Intel H77,DDR3,2,2,,
ASUS P8H67-M Pro,Micro ATX,Socket 1155,Intel H67,DDR3,,,,
Gigabyte B150M-DS3H,Micro ATX,Socket 1151,Intel B150,DDR4,6,1,,
ASUS P8B-C/SAS/4L,ATX,Socket 1155,Intel Z68,DDR3,2,1,,
Gigabyte EG41MF-US2H,Micro ATX,Socket 775,Intel G41,DDR2,,,0,
ASRock Fatal1ty Z87 Professional,ATX,Socket 1150,Intel Z87,DDR3,10,3,4,
Gigabyte B150M-DS3P,Micro ATX,Socket 1151,Intel B150,DDR4,6,1,0,4
Gigabyte 73PVM-S2,Micro ATX,Socket 775,Nvidia nForce 630i,DDR2,,,,
Gigabyte F2A78M-HD2,Micro ATX,Socket FM2,AMD A78,DDR3,4,1,,
Gigabyte Z170X-Designare,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASUS P5G41C-M,Micro ATX,Socket 775,Intel G41,DDR2+DDR3,,,,
Gigabyte 965P-DQ6,ATX,Socket 775,Intel P965,DDR2,,,,
Gigabyte X38T-DQ6,ATX,Socket 775,Intel X38,DDR3,,,4,
ASUS Maximus VI Hero (C2),ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
MSI Z170A Gaming M9 Ack,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
Gigabyte Z87M-HD3,Micro ATX,Socket 1150,Intel Z87,DDR3,6,1,,
MSI X38 Hydrogen,ATX,Socket 775,Intel X38,DDR3,,,,
ASRock P45XE,ATX,Socket 775,Intel P45,DDR2,,,,
ASRock M3A UCC,ATX,Socket AM3,,DDR3,,,,
MSI A68H PC Mate,ATX,Socket FM2+,AMD A68H,DDR3,4,2,,
MSI B150M Pro-VDH D3,Micro ATX,Socket 1151,Intel B150,DDR3,6,1,,
ASUS M5A78L-M LX Plus,Micro ATX,Socket AM3+,AMD 760G,DDR3,,,,
MSI P31 Neo-F,ATX,Socket 775,Intel P31,DDR2,,,,
Gigabyte H61M-HD2,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS K8N4-E Deluxe,ATX,Socket 754,Nvidia nForce 4,,,,,
Gigabyte 970A-DS3P,ATX,Socket AM3+,AMD 970,DDR3,6,1,,
ASUS P5N32-SLI Deluxe,ATX,Socket 775,Nvidia nForce 4 SLI 16X,,,,,
ASRock Z97M OC Formula,Micro ATX,Socket 1150,Intel Z97,DDR3,6,3,,
MSI A88XM Gaming,Micro ATX,Socket FM2+,AMD A88X,DDR3,8,2,4,
ASUS P5P41T LE,ATX,Socket 775,Intel G41,DDR3,,,,
MSI 945GM3-F,Micro ATX,Socket 775,Intel 945G,DDR2,,,,
MSI 740GM-P25,Micro ATX,Socket AM2+,AMD 740G,DDR3,,,,
ASRock Z97 Extreme4/3.1,ATX,Socket 1150,Intel Z97,DDR3,8,3,,
ASUS N4L-VM DH,Micro ATX,Socket 479,Intel 945GM,DDR2,,,,
ASUS H81M-D Plus,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,2,0
ASUS B85-Plus (C2),ATX,Socket 1150,Intel B85,DDR3,4,1,,
Gigabyte 8I945P Pro,ATX,Socket 775,Intel 945P,,,,,
ASUS B150M-Plus D3,Micro ATX,Socket 1151,Intel B150,DDR3,6,2,,
ASUS A58M-A/USB3,Micro ATX,Socket FM2+,AMD A58,DDR3,,,,
ASUS F1A75-M Pro,Micro ATX,Socket FM1,AMD A75,DDR3,6,2,,
MSI B150 PC Mate,ATX,Socket 1151,Intel B150,DDR4,6,2,,
Gigabyte Z77X-UD5H,ATX,Socket 1155,Intel Z77,DDR3,5,3,4,
ASUS M3A79-T Deluxe,ATX,Socket AM2+,AMD 790FX,DDR2,,,0,
Gigabyte Z68A-D3H,ATX,Socket 1155,Intel Z68,DDR3,2,1,,
MSI X79A-GD45 (8D),ATX,Socket 2011,,DDR3,4,5,,
ASUS P8H61 (B3),ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock N68C-GS4,Micro ATX,Socket AM3+,Nvidia nForce 630a,,,,,
Gigabyte M68MT-S2,Micro ATX,Socket AM3,Nvidia nForce 630a,DDR3,,,,
ASRock H81M-VG4,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
Gigabyte MA770T-D3L,ATX,Socket AM3,AMD 770,DDR3,,,,
ASUS P6T6 WS Revolution,ATX,Socket 1366,Intel X58,DDR3,,,,
ASUS M4A88T-V EVO/USB3,ATX,Socket AM3,AMD 880G,DDR3,,,,
ASRock 4Core1333-GLAN/M,Micro ATX,Socket 775,Intel G31,,,,,
ASRock K8NF6P-VSTA,Micro ATX,Socket 754,,,,,,
ASRock 2Core1066-2.13G,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
ASUS P5LD2-VM DH,Micro ATX,Socket 775,Intel 945G,DDR2,,,,
ASRock B150M Pro4,Micro ATX,Socket 1151,Intel B150,DDR4,6,2,0,2
ASUS P8H61 Pro,ATX,Socket 1155,Intel H61,DDR3,2,1,,
ASUS P5QLD Pro,ATX,Socket 775,Intel P43,DDR2,,,,
ASUS P5SD2-VM,Micro ATX,Socket 775,,DDR2,,,,
Gigabyte M78SM-S2H,Micro ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
Gigabyte Z77X-UD4H,ATX,Socket 1155,Intel Z77,DDR3,4,3,,
Gigabyte N650SLI-DS4L,ATX,Socket 775,Nvidia nForce 650i SLI,DDR2,,,,
MSI P6NGM-L,Micro ATX,Socket 775,Nvidia nForce 630i,DDR2,,,,
ASUS P8B-C/4L,ATX,Socket 1155,,DDR3,,,,
ASRock H81M-VG4 R2.0,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS P5K-VM,Micro ATX,Socket 775,Intel G33,DDR2,,,,
ASRock P55 Pro/USB3,ATX,Socket 1156,Intel P55,DDR3,,,,
MSI P67A-GD55,ATX,Socket 1155,Intel P67,DDR3,2,2,,
MSI P67A-GD53,ATX,Socket 1155,Intel P67,DDR3,,,,
ASUS P5M2/SAS,ATX,Socket 775,,DDR2,,,,
ASUS Sabertooth 55i,ATX,Socket 1156,Intel P55,DDR3,,,4,
Gigabyte A55-DS3P,ATX,Socket FM1,AMD A55,DDR3,,,,
ASUS H110M-A/DP,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
ASUS Rampage IV Gene,Micro ATX,Socket 2011,Intel X79,DDR3,4,3,4,
ASUS M4A77TD Pro/U3S6,ATX,Socket AM3,AMD 770,DDR3,,,,
MSI 890GXM-G65,Micro ATX,Socket AM3,AMD 890GX,DDR3,,,4,
ASRock N68-S,Micro ATX,Socket AM2+,Nvidia GeForce 7025,DDR2,,,,
ASUS P5B Premium,ATX,Socket 775,Intel P965,DDR2,,,,
Gigabyte Z77X-UD3H,ATX,Socket 1155,Intel Z77,DDR3,2,3,4,
MSI Z170A Krait Gaming,ATX,Socket 1151,Intel Z170,DDR4,6,3,,
MSI H77MA-G43,Micro ATX,Socket 1155,Intel H77,DDR3,2,2,4,
ASRock E3C236D4U,Micro ATX,Socket 1151,Intel C236,DDR4,8,1,,
MSI P35 Neo Combo-F,ATX,Socket 775,Intel P35,DDR2+DDR3,,,2,
MSI P4N Diamond,ATX,Socket 775,Nvidia nForce 4 SLI,,,,,
Gigabyte P67A-UD3P,ATX,Socket 1155,Intel P67,DDR3,2,2,4,
MSI P67A-GD65,ATX,Socket 1155,Intel P67,DDR3,4,2,4,
ASUS X99-A/USB3.1,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
ASRock Z170 Extreme4+,ATX,Socket 1151,Intel Z170,DDR4,6,3,,
ASRock H97M,Micro ATX,Socket 1150,Intel H97,DDR3,6,2,,
Gigabyte Z170X-UD3,ATX,Socket 1151,Intel Z170,DDR4,6,3,,
ASUS Rampage Extreme,ATX,Socket 775,Intel X48,DDR3,,,4,
ASUS M3A78-EM,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASRock C226M WS,Micro ATX,Socket 1150,Intel C226,DDR3,,,,
ASRock H61M-HVS,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
MSI Z170 Krait Gaming,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASUS M3A78-EH,ATX,Socket AM2+,AMD 780G,DDR2,,,,
Gigabyte 945GM-DS2,Micro ATX,Socket 775,Intel 945GM,DDR2,,,,
MSI B85M Pro-VD,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASRock 2Core1333DVI-2.66G,ATX,Socket 775,Intel 945GC,,,,,
ASUS P8B-X,ATX,Socket 1155,,DDR3,,,,
ASUS P5QL-E/C/SI,ATX,Socket 775,,,,,,
ASUS P8B-M,Micro ATX,Socket 1155,Intel Z68,DDR3,2,1,,
Gigabyte MA74GMT-S2,Micro ATX,Socket AM3,,DDR3,,,,
ASRock Fatal1ty H170 Performance,ATX,Socket 1151,Intel H170,DDR4,6,2,0,4
ASUS Z10PA-D8,ATX,Socket 2011-3,Intel C612,DDR4,,,,
Gigabyte H110M-S2,Micro ATX,Socket 1151,Intel H110,DDR4,,,,
ASUS H87M-Plus (C2),Micro ATX,Socket 1150,Intel H87,DDR3,6,2,,
Gigabyte G1.Sniper A88X,ATX,Socket FM2+,AMD A88X,DDR3,8,2,4,
ASRock 970 Pro3,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
ASRock P67 Pro,ATX,Socket 1155,Intel P67,DDR3,2,1,,
ASRock A770CrossFire,ATX,Socket AM2+,AMD 770,DDR2,,,,
Gigabyte B85M-DS3H-A,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASRock P67 Extreme4 Gen3,ATX,Socket 1155,Intel P67,DDR3,4,3,,
Gigabyte HA65M-UD3H-B3,Micro ATX,Socket 1155,Intel H61,DDR3,2,1,,
ASRock Z170M Extreme4,Micro ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASUS P8P67 Pro,ATX,Socket 1155,Intel P67,DDR3,,,,
ASUS H97M-Plus,Micro ATX,Socket 1150,Intel H97,DDR3,6,2,,
MSI P7NGM-Digital,Micro ATX,Socket 775,Nvidia GeForce 9300,DDR2,,,0,
MSI A78M-E45 V2,Micro ATX,Socket FM2+,AMD A78,DDR3,6,2,,
ASUS P8H67-M LX,Micro ATX,Socket 1155,Intel H67,DDR3,,,,
ASUS H81M-R,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS P5E-VM SE,Micro ATX,Socket 775,Intel G35,DDR2,,,,
ASRock H87WS-DL,ATX,Socket 1150,Intel H87,DDR3,,,,
Gigabyte H110M-S2 DDR3,Micro ATX,Socket 1151,Intel H110,DDR3,,,,
MSI H57M-ED65,Micro ATX,Socket 1156,Intel H57,DDR3,,,4,
MSI H55M-P33,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
MSI H55M-P31,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
ASUS P7H55-M LX,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
ASUS X99-M WS/SE,Micro ATX,Socket 2011-3,Intel X99,DDR4,,,,
ASUS P5BV-C/4L,ATX,Socket 775,,DDR2,,,,
ASRock P45TS,ATX,Socket 775,Intel P45,,,,,
ASUS P8H67-M LE,Micro ATX,Socket 1155,Intel H67,DDR3,,,,
ASUS M4N78-AM,Micro ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
ASUS Maximus V Formula,ATX,Socket 1155,Intel Z77,DDR3,6,3,4,
ASUS P8Z77-V,ATX,Socket 1155,Intel Z77,DDR3,4,3,4,
ASUS Maximus V Formula/ThunderFX,ATX,Socket 1155,Intel Z77,DDR3,6,3,4,
ASUS P5GC-MX,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
ASRock Fatal1ty Z97 Killer/3.1,ATX,Socket 1150,Intel Z97,DDR3,6,1,,
ASUS M3A78-CM,Micro ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
Gigabyte MA74GM-S2H,Micro ATX,Socket AM2,AMD 740G,DDR2,,,0,
ASRock Z170 Extreme6+,ATX,Socket 1151,Intel Z170,DDR4,8,3,,
MSI G45M Digital,Micro ATX,Socket 775,Intel G45,DDR2,,,,
MSI P43 Neo3-FR,ATX,Socket 775,Intel P43,DDR3,,,,
Gigabyte MA770T-UD3P,ATX,Socket AM3,AMD 770,DDR3,,,,
ASUS P8Z77-M,Micro ATX,Socket 1155,Intel Z77,DDR3,2,2,4,
ASRock K10N750SLI-110dB,ATX,Socket AM2+,,DDR2,,,,
MSI K9AGM4-L,Micro ATX,Socket AM2,AMD 690V,DDR2,,,,
ASUS B75M-A,Micro ATX,Socket 1155,Intel B75,DDR3,1,1,,
ASUS H81M-P,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
MSI A78-G41 PC Mate,ATX,Socket FM2+,AMD A78,DDR3,6,2,,
Gigabyte X99-Designare EX,ATX,Socket 2011-3,Intel X99,DDR4,10,5,0,8
ASUS H110M-C D3,Micro ATX,Socket 1151,Intel H110,DDR3,4,1,,
ASUS H81M-K,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS M4A89TD Pro,ATX,Socket AM3,AMD 890FX,DDR3,,,,
ASUS H81M-E,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,2,0
ASUS M4A87TD,ATX,Socket AM3,AMD 870,DDR3,,,,
MSI B85M Gaming,Micro ATX,Socket 1150,Intel B85,DDR3,6,2,4,
ASUS P8H61-M LX3 Plus R2.0,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock H87M Pro4,Micro ATX,Socket 1150,Intel H87,DDR3,6,2,,
ASUS H81M-A,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS P5Q SE2,ATX,Socket 775,Intel P45,DDR2,,,,
ASUS H81M-C,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS H81M-D,ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS Crosshair II Formula,ATX,Socket AM2+,Nvidia nForce 780a SLI,DDR2,,,,
Gigabyte K8VM800M,Micro ATX,Socket 754,Via K8M800,DDR,,,,
ASRock Z170 Extreme7+,ATX,Socket 1151,Intel Z170,DDR4,10,4,0,4
ASRock A770DE,ATX,Socket AM2+,AMD 770,DDR2,,,,
ASUS P5N-D,ATX,Socket 775,Nvidia nForce 750i SLI,DDR2,,,,
Gigabyte H97-D3H,ATX,Socket 1150,Intel H97,DDR3,6,2,4,
Gigabyte G31M-ES2L,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASUS P7H55/USB3,ATX,Socket 1156,Intel H55,DDR3,,,,
MSI Z87-G43 Gaming,ATX,Socket 1150,Intel Z87,DDR3,6,1,,
MSI G43TM-E51,Micro ATX,Socket 775,Intel G43,DDR2,,,,
Gigabyte G1.Sniper,ATX,Socket 1366,Intel X58,DDR3,2,3,,
MSI B150M Gaming Pro,Micro ATX,Socket 1151,Intel B150,DDR4,6,1,,
ASUS P5K WS,ATX,Socket 775,Intel P35,DDR2,,,,
ASRock A75M-HVS,Micro ATX,Socket FM1,AMD A75,DDR3,6,1,2,
Gigabyte 990XA-UD3 R5,ATX,Socket AM3+,AMD 990X,DDR3,6,1,,
Gigabyte X79S-UP5 WiFi,ATX,Socket 2011,Intel C606,DDR3,2,4,8,
MSI 790XT-G45,ATX,Socket AM3,AMD 790X,DDR2,,,,
MSI H81M-P33 V2,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
MSI 770-G45,ATX,Socket AM3,AMD 770,DDR3,,,,
MSI P965 Neo-F V2,ATX,Socket 775,Intel P965,DDR2,,,,
ASRock Fatal1ty X99M Killer/3.1,Micro ATX,Socket 2011-3,Intel X99,DDR4,10,1,,
ASUS M4A78LT-M,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
Gigabyte E7AUM-DS2H,Micro ATX,Socket 775,Nvidia GeForce 9400,DDR2,,,0,
ASRock H87 Pro4,ATX,Socket 1150,Intel H87,DDR3,6,1,,
ASRock M3A790GXH/USB3,ATX,Socket AM3,AMD 790GX,DDR3,,,,
ASUS P5QL PRO/C/SI,ATX,Socket 775,,,,,,
MSI K8MM3-V,Micro ATX,Socket 754,Via K8M800,DDR,,,,
ASUS Striker II Formula,ATX,Socket 775,Nvidia nForce 780i SLI,DDR2,,,0,
Gigabyte EP43T-USB3,ATX,Socket 775,Intel P43,DDR3,,,,
ASUS P5G41T-M LE,Micro ATX,Socket 775,Intel G41,DDR3,,,,
Gigabyte Z87X-D3H,ATX,Socket 1150,Intel Z87,DDR3,6,3,,
ASUS P6T,ATX,Socket 1366,Intel X58,DDR3,,,,
ASUS P8P67-M,Micro ATX,Socket 1155,Intel P67,DDR3,,,,
ASRock B75 Pro3,ATX,Socket 1155,Intel B75,DDR3,3,2,,
ASUS P5V-VM SE DH,Micro ATX,Socket 775,,DDR2,,,,
ASRock K10N750SLI-WiFi,ATX,Socket AM2+,,DDR2,,,,
ASUS P8Z68-V,ATX,Socket 1155,Intel Z68,DDR3,2,3,,
MSI B85-G41 PC Mate,ATX,Socket 1150,Intel B85,DDR3,6,2,,
Gigabyte EP43-DS3LR,ATX,Socket 775,Intel P43,,,,,
MSI Z170A-G45 Gaming,ATX,Socket 1151,Intel Z170,DDR4,6,3,,
ASRock E3V5 WS,ATX,Socket 1151,Intel C232,DDR4,6,2,0,4
Gigabyte 970A-D3,ATX,Socket AM3+,AMD 970,DDR3,6,2,,
MSI K9NGM4-F V2,Micro ATX,Socket AM2,,DDR2,,,,
Gigabyte G31M-S2L,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASUS P5NT WS,ATX,Socket 775,Nvidia nForce 680i LT SLI,DDR2,,,0,
ASRock 880GMH/USB3 R2.0,Micro ATX,Socket AM3,AMD 880G,DDR3,,,,
MSI A58-G41 PC Mate,ATX,Socket FM2+,AMD A58,,,,,
MSI 785GT-E63,ATX,Socket AM3,AMD 785G,DDR2,,,,
MSI FM2-A55M-E33,Micro ATX,Socket FM2,AMD A55,DDR3,0,1,2,
Gigabyte H81M-DS2V,Micro ATX,Socket 1150,Intel H81,DDR3,,,,
ASUS P5W,ATX,Socket 775,Intel 975X,DDR2,,,,
ASRock A75 Extreme6,ATX,Socket FM1,AMD A75,DDR3,8,3,4,
ASUS M5A97 Evo R2.0,ATX,Socket AM3+,AMD 970,DDR3,8,2,,
ASUS M3N-HT Deluxe/Mempipe,ATX,Socket AM2+,Nvidia nForce 780a SLI,DDR2,,,0,
MSI Z68MA-G45 (G3),ATX,Socket 1155,Intel Z68,DDR3,2,2,,
MSI Z68S-G43 (G3),ATX,Socket 1155,Intel Z68,DDR3,2,2,,
ASRock H110M-HDS,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,0,2
ASUS P5Q,ATX,Socket 775,Intel P45,DDR2,,,,
Gigabyte F2A85X-UP4,ATX,Socket FM2,AMD A85X,DDR3,7,3,4,
Gigabyte M56S-S3,ATX,Socket AM2,Nvidia nForce 550,DDR2,,,,
ASUS P5K,ATX,Socket 775,Intel P35,DDR2,,,,
ASRock Fatal1ty Z97 Killer,ATX,Socket 1150,Intel Z97,DDR3,6,2,4,
Gigabyte H77-D3H,ATX,Socket 1155,Intel H77,DDR3,2,2,4,
MSI K9A2GM-F V3,Micro ATX,Socket AM2+,AMD 740G,DDR2,,,,
Gigabyte M720-US3,ATX,Socket AM2+,Nvidia nForce 720D,DDR2,,,,
MSI P45 Neo3-F,ATX,Socket 775,Intel P45,,,,,
ASRock H110M-HDV,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
ASUS P5KPL-AM EPU,Micro ATX,Socket 775,Intel G31,DDR2,,,,
ASUS P5E,ATX,Socket 775,Intel X38,DDR2,,,,
MSI H87M-G43,Micro ATX,Socket 1150,Intel H87,DDR3,6,1,,
ASRock B150 Combo,ATX,Socket 1151,Intel B150,DDR3+DDR4,6,2,4,2
MSI X79MA-GD45,Micro ATX,Socket 2011,Intel X79,DDR3,2,2,,
ASRock 970 Extreme4,ATX,Socket AM3+,AMD 970,DDR3,5,3,,
ASUS M4N68T,ATX,Socket AM3,Nvidia nForce 630a,DDR3,,,,
ASRock 970 Extreme3,ATX,Socket AM3+,AMD 970,DDR3,5,2,,
ASUS P5B,ATX,Socket 775,Intel P965,DDR2,,,,
ASRock N68PV-GS,Micro ATX,Socket AM2+,Nvidia nForce 630a,DDR2,,,,
ASUS M2N32 WS Professional,ATX,Socket AM2,Nvidia nForce 590 SLI,,,,,
ASRock N68-VS3 FX,Micro ATX,Socket AM3+,Nvidia nForce 630a,DDR3,,,,
ASUS M4A77T/USB3,ATX,Socket AM3,AMD 770,DDR3,0,1,4,
MSI B150M Night Elf,Micro ATX,Socket 1151,Intel B150,DDR4,6,2,0,4
ASRock FM2A78,ATX,Socket FM2+,AMD A78,DDR3,6,1,,
MSI K9A2 Platinum,ATX,Socket AM2+,AMD 790FX,DDR2,,,0,
MSI K9N2 SLI Platinum,ATX,Socket AM2+,Nvidia nForce 750a SLI,DDR2,,,,
ASUS P5Q Premium,ATX,Socket 775,Intel P45,DDR2,,,,
ASUS P7P55D Premium,ATX,Socket 1156,Intel P55,DDR3,,,,
ASUS F1A75-M Pro R2.0,Micro ATX,Socket FM1,AMD A75,DDR3,6,2,,
MSI Z97S SLI Krait Edition,ATX,Socket 1150,Intel Z97,DDR3,6,2,,
MSI CSM-H87M-G43,Micro ATX,Socket 1150,Intel H87,DDR3,6,1,,
ASUS Strix X99 Gaming,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
ASRock ALiveNF6P-VSTA,Micro ATX,Socket AM2,Nvidia GeForce 6150,DDR2,,,,
ASRock H61iCafe,ATX,Socket 1155,Intel H61,DDR3,2,1,,
MSI X99S Gaming 7,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
ASUS P5G41TD-M Pro,Micro ATX,Socket 775,Intel G41,DDR3,,,,
ASRock N68C-GS FX,Micro ATX,Socket AM3+,Nvidia nForce 630a,DDR2+DDR3,4,1,,
Gigabyte F2A58M-DS2,Micro ATX,Socket FM2+,AMD A58,DDR3,,,,
ASUS Z8NA-D6,ATX,Socket 1366,Intel 5500,DDR3,,,6,
MSI A88X-G45 Gaming,ATX,Socket FM2+,AMD A88X,DDR3,8,3,4,
ASRock ALiveNF6G-VSTA,Micro ATX,Socket AM2,Nvidia GeForce 6100,,,,,
ASUS P6T Deluxe,ATX,Socket 1366,Intel X58,DDR3,,,,
MSI K9N2 Diamond,ATX,Socket AM2+,Nvidia nForce 780a SLI,DDR2,,,0,
ASRock ALiveNF5-ESATA2+,ATX,Socket AM2,,,,,,
ASRock FM2A55M-VG3+,Micro ATX,Socket FM2+,AMD A55,DDR3,,,,
Gigabyte P35C-DS3R,ATX,Socket 775,Intel P35,DDR3,,,,
Gigabyte Z97-D3H,ATX,Socket 1150,Intel Z97,DDR3,6,2,4,
ASUS P7H55-M SI,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
Gigabyte G41MT-S2P,Micro ATX,Socket 775,Intel G41,DDR3,,,,
MSI K9N Neo-F,ATX,Socket AM2,Nvidia nForce 550,,,,,
MSI H81M PRO-VD,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASRock FM2A75M-DGS,Micro ATX,Socket FM2,AMD A75,DDR3,6,1,2,
Gigabyte H61M-S2PV,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
MSI Z77A-GD80,ATX,Socket 1155,Intel Z77,DDR3,4,3,4,
ASUS H110M2 D3,Micro ATX,Socket 1151,Intel H110,DDR3,4,1,,
MSI A88XM-E45,Micro ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
ASRock 880GMH/USB3,Micro ATX,Socket AM3,AMD 880G,DDR3,,,,
ASRock ALiveNF7G-HD720p,Micro ATX,Socket AM2,,DDR2,,,,
Gigabyte MA790FX-DQ6,ATX,Socket AM2+,AMD 790FX,DDR2,,,0,
ASRock A780GMH/128M,Micro ATX,Socket AM2+,AMD 780G,,,,,
ASUS Maximus VI Gene,Micro ATX,Socket 1150,Intel Z87,DDR3,8,2,4,
ASUS F1A55-M LX R2.0,Micro ATX,Socket FM1,AMD A55,DDR3,,,,
ASRock 880GM-LE/FX,Micro ATX,Socket AM3,AMD 880G,DDR3,0,1,,
ASUS A88X-Gamer,ATX,Socket FM2+,AMD A88X,DDR3,8,2,,
ASRock Fatal1ty B150 Gaming K4,ATX,Socket 1151,Intel B150,DDR4,6,2,0,4
Gigabyte P41T-D3P,ATX,Socket 775,Intel G41,DDR3,,,,
Gigabyte EP45T-UD3LR,ATX,Socket 775,Intel P45,DDR3,,,,
Gigabyte H170-D3H,ATX,Socket 1151,Intel H170,DDR4,6,2,,
ASUS P8Q67-M DO/TPM,Micro ATX,Socket 1155,Intel Q67,DDR3,2,1,,
MSI A88XM-E35,Micro ATX,Socket FM2+,AMD A88X,DDR3,6,1,2,
ASUS X79-Deluxe,ATX,Socket 2011,Intel X79,DDR3,8,4,8,
Gigabyte B85M-D3H-A,Micro ATX,Socket 1150,Intel B85,DDR3,,,,
MSI 945GZM6-F,Micro ATX,Socket 775,Intel 945GZ,DDR2,,,,
ASUS B85M-G Plus/USB 3.1,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASRock H55M/USB3,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
ASUS P10S WS,ATX,Socket 1151,Intel C236,DDR4,8,4,0,4
ASUS P8H61-MX R2.0,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock Z87M Pro4,Micro ATX,Socket 1150,Intel Z87,DDR3,6,2,,
ASUS P8Z77-V LE Plus,ATX,Socket 1155,Intel Z77,DDR3,3,3,,
Gigabyte 8N-SLI Quad Royal,ATX,Socket 775,Nvidia nForce 4 SLI 16X,,,,,
Gigabyte H67M-UD2H-B3,Micro ATX,Socket 1155,Intel H67,DDR3,2,2,,
Gigabyte EG31MF-S2,Micro ATX,Socket 775,Intel G31,DDR2,,,,
MSI H61M-E33/W8,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock M3A790GMH/128M,Micro ATX,Socket AM3,AMD 790GX,DDR3,,,,
Gigabyte H77M-D3H,Micro ATX,Socket 1155,Intel H77,DDR3,2,2,4,
ASRock FM2A58M-HD+ R2.0,Micro ATX,Socket FM2+,AMD A58,DDR3,,,,
ASUS P5LD2 SE,ATX,Socket 775,Intel 945P,DDR2,,,,
