ProductName,FormFactor,CPUSocket,Chipset,MemType,Sata3Ports,PCIExpress_x16Ports,DDR3MemSlots,DDR4MemSlots
MSI P45D3 Neo3-FI,ATX,Socket 775,Intel P45,DDR3,,,,
ASRock P45TurboTwins2000,ATX,Socket 775,Intel P45,DDR2+DDR3,,,,
ASUS M2N-E SLI,ATX,Socket AM2,,DDR2,,,,
Gigabyte X150-Pro ECC,ATX,Socket 1151,Intel C232,DDR4,,,,
Gigabyte M61SME-S2,Micro ATX,Socket AM2,,DDR2,,,,
MSI A75MA-P35,Micro ATX,Socket FM1,AMD A75,DDR3,6,1,,
ASUS Z87-Pro (V-Edition),ATX,Socket 1150,Intel Z87,DDR3,8,1,,
MSI P67S-C43 (B3),ATX,Socket 1155,Intel P67,DDR3,2,1,,
ASUS Maximus VII Ranger,ATX,Socket 1150,Intel Z97,DDR3,6,3,4,
Gigabyte X99 Gaming 5,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
ASRock EPC612D4U-2T8R,Micro ATX,Socket 2011-3,Intel C612,DDR4,,,,
ASRock FM2A58M-HD+,Micro ATX,Socket FM2+,AMD A58,DDR3,,,,
ASRock FM2A88M Pro3+,Micro ATX,Socket FM2,AMD A88X,DDR3,8,1,,
Gigabyte P67A-UD7-B3,ATX,Socket 1155,Intel P67,DDR3,4,4,4,
ASRock B75M-GL R2.0,Micro ATX,Socket 1155,Intel B75,DDR3,1,2,,
ASUS Maximus Extreme,ATX,Socket 775,Intel X38,DDR3,,,,
ASUS Gryphon Z87 (C2),Micro ATX,Socket 1150,Intel Z87,DDR3,6,3,4,
MSI 770-C45,ATX,Socket AM3,AMD 770,DDR3,0,1,4,
ASRock FM2A75M-HD+,Micro ATX,Socket FM2+,AMD A75,DDR3,6,1,,
ASUS P5E64 WS Evolution,ATX,Socket 775,Intel X48,DDR3,,,,
ASRock N61P-S,Micro ATX,Socket AM2+,Nvidia GeForce 6150,DDR2,,,,
MSI 945GCM478-L,Micro ATX,Socket 478,Intel 945GC,DDR2,,,,
ASRock X38TurboTwins,ATX,Socket 775,Intel X38,,,,,
ASUS H81M-D R2.0,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASUS P8Z68-V Pro,ATX,Socket 1155,Intel Z68,DDR3,4,3,4,
MSI Z68A-G45 (G3),ATX,Socket 1155,Intel Z68,DDR3,2,2,,
ASUS M4A78LT LE,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
ASRock H61M-IDE,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS P5P43TD Pro,ATX,Socket 775,Intel P43,DDR3,,,,
MSI Z68A-GD80,ATX,Socket 1155,Intel Z68,DDR3,3,3,,
Gigabyte MA770-S3,ATX,Socket AM2+,AMD 770,DDR2,,,,
Gigabyte Z77X-UP4 TH,ATX,Socket 1155,Intel Z77,DDR3,2,3,,
ASUS P8P67-M Pro (B3),Micro ATX,Socket 1155,Intel P67,DDR3,2,3,,
Gigabyte H61M-DS2 DVI,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS P5Q-VM,Micro ATX,Socket 775,Intel G45,DDR2,,,,
ASRock FM2A85X Extreme4-M,Micro ATX,Socket FM2,AMD A85X,DDR3,7,2,,
Gigabyte 965P-DS3,ATX,Socket 775,Intel P965,DDR2,,,,
MSI X38 Diamond,ATX,Socket 775,Intel X38,DDR3,,,,
ASUS P5QD Turbo,ATX,Socket 775,Intel P45,DDR2,,,,
ASRock 4Core1600Twins-P35,ATX,Socket 775,Intel P35,DDR2+DDR3,,,,
ASRock 945GCM-S,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
ASUS M4A89GTD Pro/USB3,ATX,Socket AM3,AMD 890GX,DDR3,6,2,4,
ASUS M3N72-D,ATX,Socket AM2+,Nvidia nForce 750a SLI,DDR2,,,,
Gigabyte A75M-DS2,Micro ATX,Socket FM1,AMD A75,DDR3,4,1,,
MSI C236A,ATX,Socket 1151,Intel C236,DDR4,6,3,,
ASUS P8H61-M LE,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS M2N68,ATX,Socket AM2+,Nvidia GeForce 7025,DDR2,,,,
ASUS P5G41T-M SI,Micro ATX,Socket 775,Intel G41,DDR3,,,,
MSI C236M,Micro ATX,Socket 1151,Intel C236,DDR4,6,2,,
ASRock C216 WS,ATX,Socket 1155,Intel C216,DDR3,,,,
ASUS M4N68T Pro,ATX,Socket AM3,Nvidia nForce 630a,DDR3,,,,
ASRock H170A-X1/3.1,ATX,Socket 1151,Intel H170,DDR4,6,2,0,4
Gigabyte 78LMT-S2P,Micro ATX,Socket AM3,AMD 760G,DDR3,6,1,,
Gigabyte F2A58M-HD2,Micro ATX,Socket FM2+,AMD A58,DDR3,,,,
ASUS P5M2P-E/4L,ATX,Socket 775,,,,,,
ASRock Fatal1ty Z97X Killer,ATX,Socket 1150,Intel Z97,DDR3,6,3,4,
ASUS P5Q Pro,ATX,Socket 775,Intel P45,DDR2,,,,
ASUS M4N78-VM,Micro ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
ASUS P9D-MH/SAS/10G-DUAL,Micro ATX,Socket 1150,Intel C224,DDR3,,,,
ASUS P7H55D-M Evo,Micro ATX,Socket 1156,Intel H55,DDR3,,,4,
ASUS P8Z77-V LX2,ATX,Socket 1155,Intel Z77,DDR3,2,2,,
MSI X99A Tomahawk,ATX,Socket 2011-3,Intel X99,DDR4,10,3,,
MSI P43 Neo-F,ATX,Socket 775,Intel P43,DDR2,,,,
ASUS M4A88TD-V EVO/USB3,ATX,Socket AM3,AMD 880G,DDR3,5,2,,
ASUS M2NPV-VM,Micro ATX,Socket AM2,,,,,,
MSI Z97-G45 Gaming,ATX,Socket 1150,Intel Z97,DDR3,6,3,,
ASRock AM1B-MDH,Micro ATX,Socket AM1,,DDR3,2,1,,
MSI H110M Grenade,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
MSI Z97 Gaming 3,ATX,Socket 1150,Intel Z97,DDR3,6,2,,
MSI 770-C35,ATX,Socket AM3,AMD 770,DDR3,,,,
ASRock Z170 Extreme6,ATX,Socket 1151,Intel Z170,DDR4,8,3,0,4
MSI Z97 Gaming 7,ATX,Socket 1150,Intel Z97,DDR3,8,3,4,
ASUS H87M-Plus,Micro ATX,Socket 1150,Intel H87,DDR3,6,1,,
ASUS M3N-HD/HDMI,ATX,Socket AM2+,Nvidia nForce 750a SLI,DDR2,,,,
MSI Z97 Gaming 5,ATX,Socket 1150,Intel Z97,DDR3,6,3,4,
Gigabyte MW21-SE0,Micro ATX,Socket 1151,Intel C232,DDR4,,,,
ASRock H81M BTC,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
Gigabyte H57M-USB3,Micro ATX,Socket 1156,Intel H57,DDR3,,,4,
ASUS M5A88-M,Micro ATX,Socket AM3,AMD 880G,DDR3,6,1,,
ASUS M2R32-MVP,ATX,Socket AM2,,DDR2,,,,
Gigabyte MA785GM-US2H,Micro ATX,Socket AM2+,AMD 785G,DDR2,,,,
ASUS P5G41-M,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASUS X99-Pro,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
ASRock 880G Pro3,ATX,Socket AM3+,AMD 880G,DDR3,,,,
ASRock Z170 Extreme4,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASRock Z170 Extreme3,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASUS X99-E-10G WS,ATX,Socket 2011-3,Intel X99,DDR4,10,7,0,8
ASRock Z97M WS,Micro ATX,Socket 1150,Intel Z97,DDR3,,,,
MSI 870-C45 V2,ATX,Socket AM3+,AMD 770,DDR3,0,1,,
ASUS P5N32-E SLI,ATX,Socket 775,Nvidia nForce 680i SLI,DDR2,,,,
Gigabyte 790XT-USB3,ATX,Socket AM3,AMD 790X,DDR3,,,4,
Gigabyte F2A55M-HD2,Micro ATX,Socket FM2,AMD A55,DDR3,,,,
ASUS Maximus VIII Hero Alpha,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASRock E3C204-4L,ATX,Socket 1155,Intel C204,DDR3,,,,
MSI H97M-E35,Micro ATX,Socket 1150,Intel H97,DDR3,6,1,,
MSI X99A Workstation,ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,8
Gigabyte Z97-HD3,ATX,Socket 1150,Intel Z97,DDR3,6,2,4,
Gigabyte Z77X-UD3H-WB,ATX,Socket 1155,Intel Z77,DDR3,2,1,,
MSI P67A-C45 (B3),ATX,Socket 1155,Intel P67,DDR3,2,1,4,
ASRock H55M Pro,Micro ATX,Socket 1156,Intel H55,DDR3,,,4,
ASUS Sabertooth Z77,ATX,Socket 1155,Intel Z77,DDR3,4,3,4,
Gigabyte B85M-D3V,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASRock Z87 Extreme/TB4,ATX,Socket 1150,Intel Z87,DDR3,6,3,,
ASUS P8H67-M Evo (B3),Micro ATX,Socket 1155,Intel H67,DDR3,2,2,4,
ASRock M3A785GXH/128M,ATX,Socket AM3,AMD 785G,DDR3,,,4,
MSI P31 Neo2-FR,ATX,Socket 775,Intel P31,DDR2,,,,
ASRock H110M-DGS,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
Gigabyte MA785GMT-UD2H,Micro ATX,Socket AM3,AMD 785G,DDR3,,,4,
ASUS P5K Deluxe/WiFi-AP,ATX,Socket 775,Intel P35,DDR2,,,0,
Gigabyte M61SME-S2L,Micro ATX,Socket AM2,,DDR2,,,,
ASUS M3N78-EM,Micro ATX,Socket AM2+,Nvidia GeForce 8300,DDR2,,,,
Gigabyte B85M-D3H,Micro ATX,Socket 1150,Intel B85,DDR3,4,2,,
MSI H67MA-E35 (B3),Micro ATX,Socket 1155,Intel H67,DDR3,2,1,,
ASRock 4Core1600P35-WiFi,ATX,Socket 775,Intel P35,,,,,
Gigabyte H67A-UD3H,ATX,Socket 1155,Intel H67,DDR3,2,2,4,
ASUS M3N78-EH,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
ASUS M4A79T Deluxe/U3S6,ATX,Socket AM3,AMD 790FX,DDR3,,,,
ASUS CS-B,Micro ATX,Socket 1150,Intel Q87,DDR3,5,1,,
ASRock P41C-DE,ATX,Socket 775,Intel G41,DDR3,,,,
ASRock N68-GS4/USB3,Micro ATX,Socket AM3+,Nvidia GeForce 7025,DDR3,,,,
ASUS M2N-MX SE,Micro ATX,Socket AM2,Nvidia GeForce 6100,DDR2,,,,
Gigabyte B85M-D2V,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
Gigabyte MU70-SU0,ATX,Socket 2011-3,Intel C612,DDR4,9,1,,
ASUS P5Q WS,ATX,Socket 775,Intel P45,DDR2,,,,
Gigabyte K8NSNXP,ATX,Socket 754,Nvidia nForce 3 250,,,,,
MSI P67A-GD53 (B3),ATX,Socket 1155,Intel P67,DDR3,2,1,,
ASRock N68-GS3 UCC,Micro ATX,Socket AM3,Nvidia GeForce 7025,DDR3,,,,
ASUS P5QL-E,ATX,Socket 775,Intel P43,DDR2,,,0,
Gigabyte Z170-HD3 DDR3,ATX,Socket 1151,Intel Z170,DDR3,6,1,,
MSI H61M-E33 (B3),Micro ATX,Socket 1155,Intel H61,DDR3,0,1,2,
ASUS Z97-Pro(Wi-Fi AC)/USB 3.1,ATX,Socket 1150,Intel Z97,DDR3,6,3,,
ASRock Fatal1ty Z77 Performance,ATX,Socket 1155,Intel Z77,DDR3,2,2,,
ASRock B85M,Micro ATX,Socket 1150,Intel B85,DDR3,4,2,,
ASUS P8H61-M Pro,Micro ATX,Socket 1155,Intel H61,DDR3,2,2,,
MSI K9AGM,Micro ATX,Socket AM2,,,,,,
Gigabyte X58A-UD7,ATX,Socket 1366,Intel X58,DDR3,2,4,6,
ASRock P43R1600Twins-WiFi,ATX,Socket 775,Intel P43,DDR2+DDR3,,,2,
ASUS Rampage III Formula,ATX,Socket 1366,Intel X58,DDR3,2,3,6,
ASRock B85M Pro4,Micro ATX,Socket 1150,Intel B85,DDR3,4,2,,
Gigabyte X58A-UD5,ATX,Socket 1366,Intel X58,DDR3,2,4,6,
ASUS Sabertooth 990FX R3.0,ATX,Socket AM3+,AMD 990FX,DDR3,5,4,,
ASRock B85M Pro3,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASRock G31M-GS,Micro ATX,Socket 775,Intel G31,DDR2,,,,
MSI Z97A Gaming 6,ATX,Socket 1150,Intel Z97,DDR3,6,3,4,0
MSI H81M-E33,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
MSI H81M-E32,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASRock FM2A78M-HD+,Micro ATX,Socket FM2+,AMD A78,DDR3,6,1,,
MSI H81M-E35,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
MSI H81M-E34,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,2,0
ASUS Sabertooth Z170 S,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASUS M4A785TD-V Evo,ATX,Socket AM3,AMD 785G,DDR3,,,4,
ASUS P8H61-M LX,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS P7H57D-V Evo,ATX,Socket 1156,Intel H57,DDR3,,,4,
ASUS P9X79 Deluxe,ATX,Socket 2011,Intel X79,DDR3,4,4,8,
ASUS H97-Pro Gamer,ATX,Socket 1150,Intel H97,DDR3,6,2,4,
MSI H110M Eco,Micro ATX,Socket 1151,Intel H110,DDR4,4,1,,
ASRock Z170 Pro4,ATX,Socket 1151,Intel Z170,DDR4,6,2,,
ASUS M3N78-CM,Micro ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
MSI P45 Neo-F,ATX,Socket 775,Intel P45,DDR2,,,,
ASUS P8H61/USB3,ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS M4A88TD-M EVO/USB3,Micro ATX,Socket AM3,AMD 880G,DDR3,5,1,,
MSI FM2-A85XMA-P33,Micro ATX,Socket FM2,AMD A85X,DDR3,6,1,,
MSI Z97A Gaming 7,ATX,Socket 1150,Intel Z97,DDR3,8,3,,
ASUS P5G41T-M LX,Micro ATX,Socket 775,Intel G41,DDR3,,,,
MSI 790X-G45,ATX,Socket AM3,AMD 790X,DDR3,,,,
ASUS Z97-Pro (Wi-Fi AC),ATX,Socket 1150,Intel Z97,DDR3,8,3,4,
ASUS P5LD2-X/1333,ATX,Socket 775,Intel 945GC,DDR2,,,,
Gigabyte Z77X-UP5 Thunderbolt,ATX,Socket 1155,Intel Z77,DDR3,3,3,4,
Gigabyte F2A75M-HD2,Micro ATX,Socket FM2,AMD A75,DDR3,4,1,,
Gigabyte F2A78M-D3H,Micro ATX,Socket FM2+,AMD A78,DDR3,6,2,,
ASRock A790GMH/128M,Micro ATX,Socket AM2+,AMD 790GX,DDR2,,,,
ASUS P5K Premium/WiFi-AP,ATX,Socket 775,Intel P35,DDR2,,,0,
ASUS Z77-A,ATX,Socket 1155,Intel Z77,DDR3,2,2,,
Gigabyte H67A-D3H-B3,ATX,Socket 1155,Intel H67,DDR3,2,1,,
MSI P35 Neo3-F,ATX,Socket 775,Intel P35,,,,,
Gigabyte MA790FXT-UD5P,ATX,Socket AM3,AMD 790FX,DDR3,,,4,
Gigabyte PH67-UD3-B3,ATX,Socket 1155,Intel H67,DDR3,,,,
ASUS M5A99X Evo R2.0,ATX,Socket AM3+,AMD 990X,DDR3,8,3,,
Gigabyte Z77MX-D3H,Micro ATX,Socket 1155,Intel Z77,DDR3,2,3,4,
Gigabyte B75M-D3H,Micro ATX,Socket 1155,Intel B75,DDR3,1,2,4,
ASUS Z87-Deluxe/Dual,ATX,Socket 1150,Intel Z87,DDR3,10,3,,
ASRock Z170 Pro4S,ATX,Socket 1151,Intel Z170,DDR4,6,2,,
MSI H61M-P21 (B3),Micro ATX,Socket 1155,Intel H61,DDR3,0,1,,
ASUS P5W DH Deluxe,ATX,Socket 775,Intel 975X,DDR2,,,,
Gigabyte B75M-D3P,Micro ATX,Socket 1155,Intel B75,DDR3,3,2,,
ASUS Maximus VI Extreme (C2),ATX,Socket 1150,Intel Z87,DDR3,10,5,4,
MSI H61MU-E35 (B3),Micro ATX,Socket 1155,Intel H61,DDR3,0,1,2,
ASRock N68-S3 UCC,Micro ATX,Socket AM3,Nvidia GeForce 7025,DDR3,,,,
Gigabyte H67MA-USB3-B3,Micro ATX,Socket 1155,Intel H67,DDR3,2,1,,
Gigabyte PA65-UD3-B3,ATX,Socket 1155,Intel H61,DDR3,2,1,,
MSI 760GM-E51,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
ASUS P5N64 WS Professional,ATX,Socket 775,Nvidia nForce 790i Ultra SLI,DDR3,,,,
Gigabyte PH67-DS3-B3,ATX,Socket 1155,Intel H67,DDR3,2,1,,
Gigabyte P67-DS3-B3,ATX,Socket 1155,Intel P67,DDR3,2,1,,
MSI X99A MPower,ATX,Socket 2011-3,Intel X99,DDR4,10,4,,
ASUS P5QPL-AM,Micro ATX,Socket 775,Intel G41,DDR2,,,,
Gigabyte B75M-D2V,Micro ATX,Socket 1155,Intel B75,DDR3,1,1,,
ASUS M4A77TD Pro,ATX,Socket AM3,AMD 770,DDR3,,,,
MSI B85-G43,ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASUS M2A-VM HDMI,Micro ATX,Socket AM2,AMD 690G,DDR2,,,,
ASUS P5E3 Deluxe,ATX,Socket 775,Intel X38,DDR3,,,,
Gigabyte EG43M-S2H,Micro ATX,Socket 775,Intel G43,DDR2,,,,
Gigabyte EP45-UD3LR,ATX,Socket 775,Intel P45,DDR2,,,,
MSI P7N SLI-FI,ATX,Socket 775,Nvidia nForce 750i SLI,DDR2,,,,
ASUS P9X79 Pro,ATX,Socket 2011,Intel X79,DDR3,4,4,8,
Gigabyte A55M-DS2,Micro ATX,Socket FM1,AMD A55,DDR3,0,1,2,
Gigabyte 750SLI-DS4,ATX,Socket 775,Nvidia nForce 750i SLI,DDR2,,,,
Gigabyte MD30-RS0,ATX,Socket 2011-3,Intel C612,DDR4,,,,
MSI B150M Bazooka Plus,Micro ATX,Socket 1151,Intel B150,DDR4,,,,
ASUS F1A75-V Pro,ATX,Socket FM1,AMD A75,DDR3,7,2,4,
Gigabyte N680SLI-DQ6,ATX,Socket 775,Nvidia nForce 680i SLI,DDR2,,,,
ASRock N68-GE3 UCC,Micro ATX,Socket AM3,Nvidia GeForce 7025,DDR3,,,,
ASRock K10N78M Pro,Micro ATX,Socket AM2,Nvidia GeForce 8200,DDR2,,,,
Gigabyte MA78GM-US2H,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASRock H61M/U3S3,Micro ATX,Socket 1155,Intel H61,DDR3,2,1,,
Gigabyte G41M-ES2L,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASRock FM2A78M-DG3+,Micro ATX,Socket FM2+,AMD A78,DDR3,4,1,,
MSI G41TM-E63,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASUS P5K PRO,ATX,Socket 775,Intel P35,DDR2,,,,
Gigabyte EP45C-DS3,ATX,Socket 775,Intel P45,DDR3,,,,
ASRock FM2A88M-HD+,Micro ATX,Socket FM2+,AMD A88X,DDR3,8,1,,
ASUS Maximus IV Gene-Z Gen3,Micro ATX,Socket 1155,Intel Z68,DDR3,2,2,,
Gigabyte B75M-D3V,Micro ATX,Socket 1155,Intel B75,DDR3,1,1,2,
ASUS P5LD2/C,ATX,Socket 775,Intel 945P,DDR2,,,,
ASUS Crosshair V Formula-Z,ATX,Socket AM3+,AMD 990FX,DDR3,8,4,,
MSI H170M Eco,Micro ATX,Socket 1151,Intel H170,DDR4,,,,
ASUS Maximus VII Hero,ATX,Socket 1150,Intel Z97,DDR3,8,3,4,
ASUS P5P43TD,ATX,Socket 775,Intel P43,DDR3,,,,
Gigabyte G41M-ES2H,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASUS M3A78 Pro,ATX,Socket AM2+,AMD 780G,DDR2,,,0,
ASRock 880GM-LE,Micro ATX,Socket AM3,AMD 880G,DDR3,,,,
ASUS P5GC-VM Pro,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
Gigabyte X58A-OC,ATX,Socket 1366,Intel X58,DDR3,2,4,,
ASRock H61M-DG3/USB3,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock Z97 Extreme6/3.1,ATX,Socket 1150,Intel Z97,DDR3,10,3,4,0
Gigabyte Z170X-Gaming 3,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASUS Z10PA-U8/10G-2S,ATX,Socket 2011-3,Intel C612,DDR4,,,,
Gigabyte Z170X-Gaming 7,ATX,Socket 1151,Intel Z170,DDR4,8,3,0,4
Gigabyte Z170X-Gaming 5,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASRock 980DE3/U3S3,ATX,Socket AM3+,AMD 760G,DDR3,2,1,,
ASRock G41C-VS,Micro ATX,Socket 775,Intel G41,DDR2+DDR3,,,,
ASUS M4A88T-M,Micro ATX,Socket AM3,AMD 880G,DDR3,,,,
ASUS P7P55D-E Premium,ATX,Socket 1156,Intel P55,DDR3,,,4,
Gigabyte Z170X-UD5 TH,ATX,Socket 1151,Intel Z170,DDR4,6,3,0,4
ASUS M4A785D-M Pro,Micro ATX,Socket AM2+,AMD 780G,DDR2,,,,
ASRock 785GM-S3,Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
MSI K9N6SGM-V,Micro ATX,Socket AM2,Nvidia GeForce 6100,DDR2,,,,
MSI K9A2GM-FD,Micro ATX,Socket AM2+,AMD 780G,,,,0,
ASUS P5G41T-M LX3,Micro ATX,Socket 775,Intel G41,DDR3,0,1,,
ASUS P7P55D-E Evo,ATX,Socket 1156,Intel P55,DDR3,,,,
Gigabyte 6LASL,Micro ATX,Socket 1150,Intel C222,,,,,
ASUS P5G41T-M LX2,Micro ATX,Socket 775,Intel G41,DDR3,,,,
MSI G41TM-E43,Micro ATX,Socket 775,Intel G41,DDR2,,,0,
ASUS Sabertooth Z87,ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
MSI A75MA-G55,Micro ATX,Socket FM1,AMD A75,DDR3,6,2,4,
MSI X79A-GD45,ATX,Socket 2011,Intel X79,DDR3,2,3,,
ASRock FM2A58+ BTC,ATX,Socket FM2+,AMD A58,DDR3,,,,
ASUS M2N68-AM SE2,Micro ATX,Socket AM2+,Nvidia GeForce 7025,DDR2,,,,
ASUS P7F-C/SAS,ATX,Socket 1156,,DDR3,,,,
ASUS M2N68-AM Plus,Micro ATX,Socket AM2+,Nvidia GeForce 7025,DDR2,,,,
MSI 870A Fuzion,ATX,Socket AM3,AMD 770,DDR3,,,,
ASUS M3A76-CM,Micro ATX,Socket AM2+,AMD 760G,DDR2,,,,
ASUS M4A78-E,ATX,Socket AM3,AMD 790GX,DDR2,,,,
ASUS M5A78L LE,ATX,Socket AM3+,AMD 760G,DDR3,6,1,,
ASUS P10S-C/4L,ATX,Socket 1151,Intel C232,DDR4,6,1,,
ASUS P7H55-M,Micro ATX,Socket 1156,Intel H55,DDR3,0,1,4,
ASUS B85M-E (C2),Micro ATX,Socket 1150,Intel B85,DDR3,4,2,,
MSI Eclipse Plus,ATX,Socket 1366,Intel X58,DDR3,,,,
ASUS P8Z77-V Deluxe,ATX,Socket 1155,Intel Z77,DDR3,4,3,4,
ASUS P5GC-MX/GBL,Micro ATX,Socket 775,Intel 945GC,DDR2,,,,
ASRock Z77 WS,ATX,Socket 1155,Intel Z77,DDR3,6,6,,
Gigabyte P67A-UD3-B3,ATX,Socket 1155,Intel P67,DDR3,,,,
ASUS P7H55-V,ATX,Socket 1156,Intel H55,DDR3,,,,
Gigabyte EP45T-DS3,ATX,Socket 775,Intel P45,DDR3,,,,
ASUS X99-A,ATX,Socket 2011-3,Intel X99,DDR4,10,4,0,8
ASRock H81M-VG4 R3.0,Micro ATX,Socket 1150,Intel H81,DDR3,2,1,,
ASRock 960GM/U3S3 FX,Micro ATX,Socket AM3+,AMD 760G,DDR3,2,1,,
ASRock A780LM-S,Micro ATX,Socket AM2+,AMD 760G,DDR2,,,,
Gigabyte MA785GT-UD3H,ATX,Socket AM3,AMD 785G,DDR3,,,4,
ASUS M4N78 SE,ATX,Socket AM2+,Nvidia nForce 720D,DDR2,,,,
ASUS Rampage IV Formula,ATX,Socket 2011,Intel X79,DDR3,4,4,4,
MSI RS480M-IL,Micro ATX,Socket 754,,,,,,
MSI H170A Gaming Pro,ATX,Socket 1151,Intel H170,DDR4,6,2,,
ASUS X99-S,ATX,Socket 2011-3,Intel X99,DDR4,8,2,,
ASRock 880GMH/U3S3,Micro ATX,Socket AM3+,AMD 880G,DDR3,2,1,,
MSI P45 Diamond,ATX,Socket 775,Intel P45,DDR3,,,4,
ASRock E3C224-4L,ATX,Socket 1150,Intel C224,DDR3,,,,
ASUS P8Z77-M Pro,Micro ATX,Socket 1155,Intel Z77,DDR3,2,3,4,
ASUS Z97M-Plus,Micro ATX,Socket 1150,Intel Z97,DDR3,6,2,,
ASUS X99-E,ATX,Socket 2011-3,Intel X99,DDR4,10,3,0,8
ASRock H110M-DGS/D3,Micro ATX,Socket 1151,Intel H110,DDR3,,,,
ASUS P5G41-M LX2,Micro ATX,Socket 775,Intel G41,DDR2,,,,
Gigabyte H55M-USB3,Micro ATX,Socket 1156,Intel H55,DDR3,,,,
ASUS P5QL/EPU,ATX,Socket 775,Intel P43,DDR2,,,,
ASRock B85M-GL,Micro ATX,Socket 1150,Intel B85,DDR3,4,1,,
ASUS P8H61 Evo (B3),ATX,Socket 1155,Intel H61,DDR3,2,1,,
ASUS B150-Plus,ATX,Socket 1151,Intel B150,DDR4,6,2,,
ASUS P8H61-M,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS P5G41-M LX,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASUS M3N78 SE,ATX,Socket AM2+,Nvidia GeForce 8200,DDR2,,,,
Gigabyte EP45T-DQ6,ATX,Socket 775,Intel P45,DDR3,,,,
ASRock ConRoe1333-D667 R3.0,Micro ATX,Socket 775,Intel 945GC,,,,,
Gigabyte P61-USB3-B3,ATX,Socket 1155,Intel H61,DDR3,,,,
ASRock FM2A75M-DGS R2.0,Micro ATX,Socket FM2,AMD A75,DDR3,6,1,,
Gigabyte F2A75M-D3H,Micro ATX,Socket FM2,AMD A75,DDR3,6,2,4,
Gigabyte X48T-DQ6,ATX,Socket 775,Intel X48,DDR3,,,4,
ASUS P5G41T-M,Micro ATX,Socket 775,Intel G41,DDR3,,,,
MSI 760GM-E51 (FX),Micro ATX,Socket AM3,AMD 760G,DDR3,,,,
ASUS P5Q SE/R/C/SI,ATX,Socket 775,,,,,,
Gigabyte HA65M-D2H-B3,Micro ATX,Socket 1155,Intel H61,DDR3,2,1,,
ASUS A8R-MVP,ATX,Socket 939,,DDR,,,,
ASUS X99-WS/IPMI,ATX,Socket 2011-3,Intel X99,DDR4,8,5,,
Gigabyte H61M-D2P-B3,Micro ATX,Socket 1155,Intel H61,DDR3,,,,
ASUS P5G41-M LE,Micro ATX,Socket 775,Intel G41,DDR2,,,,
ASUS Z87-Plus,ATX,Socket 1150,Intel Z87,DDR3,8,3,4,
Gigabyte MA790GP-DS4H,ATX,Socket AM2+,AMD 790GX,DDR2,,,0,
MSI X99S SLI Krait Edition,ATX,Socket 2011-3,Intel X99,DDR4,10,4,,
ASRock Fatal1ty E3V5 Performance Gaming/OC,ATX,Socket 1151,Intel C232,DDR4,6,2,,
Gigabyte G1.Guerrilla,ATX,Socket 1366,Intel X58,DDR3,2,3,,
