ProductName,Capacity (Total),ModuleNum,MemType,MemSpeed
OCZ Reaper HPC 24GB DDR3-1333 CL9 kit,24 GB,2 x,DDR3,1333 MHz
G.Skill Ripjaws V Black 16GB DDR4-3200 CL16-18 kit,16 GB,2 x,DDR4,3200 MHz
G.Skill RipjawsX 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
Team Vulcan Series Gold 32GB DDR3-1600 CL10 quad kit,32 GB,4 x,DDR3,1600 MHz
Corsair Vengenace LPX Black 16GB DDR4-3600 CL18 quad kit,16 GB,4 x,DDR4,3600 MHz
Kingston HyperX 6GB DDR3-1600 CL7 XMP triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston ValueRam Intel 128GB DDR3L-1333 CL9 ECC quad kit,128 GB,4 x,DDR3,1333 MHz
Geil Super Luce Black/White 16GB DDR4-2400 CL15 kit,16 GB,2 x,DDR4,2400 MHz
G.Skill Ripjaws V 8GB DDR4-3600 CL17 kit,8 GB,2 x,DDR4,3600 MHz
Corsair Dominator GT 4GB DDR3-2133 LV CL9 XMP kit,4 GB,2 x,DDR3,2133 MHz
OCZ Special Ops Urban Elite 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Kingston HyperX 4GB DDR3-2333 CL9 kit,4 GB,2 x,DDR3,2333 MHz
G.Skill Ripjaws IV Black 8GB DDR4-3200 CL16 kit,8 GB,2 x,DDR4,3200 MHz
Team Dark Series Grey 16GB DDR4-2666 CL15 kit,16 GB,2 x,DDR4,2666 MHz
Geil Enhance Corsa 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
OCZ Platinum XTC 6GB DDR3-1333 CL7 triple kit,6 GB,3 x,DDR3,1333 MHz
Kingston HyperX Fury Blue 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Adata XPG Gaming V2 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Team Zeus Series Gold 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Vengeance LPX Red 8GB DDR4-2400 CL14 kit,8 GB,2 x,DDR4,2400 MHz
G.Skill Trident Z 16GB DDR4-3000 CL15-16 kit,16 GB,2 x,DDR4,3000 MHz
G.Skill RipjawsZ 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Kingston ValueRam 8GB DDR2-400 CL3 ECC kit,8 GB,2 x,DDR2,400 MHz
G.Skill Ripjaws IV Black 128GB DDR4-2800 CL15 octo kit,128 GB,8 x,DDR4,2800 MHz
Kingston ValueRam 32GB DDR4-2400 ECC Registered quad kit,32 GB,4 x,DDR4,2400 MHz
G.Skill Trident Z 32GB DDR4-3200 CL15 quad kit,32 GB,4 x,DDR4,3200 MHz
Geil Evo Veloce Red 8GB DDR3-2800 CL11-13 kit,8 GB,2 x,DDR3,2800 MHz
G.Skill RipjawsZ 64GB DDR3-1333 CL9 octo kit,64 GB,8 x,DDR3,1333 MHz
Kingston ValueRam Intel 32GB DDR3-1600 CL11 ECC quad kit,32 GB,4 x,DDR3,1600 MHz
Kingston ValueRam 128GB DDR4-2400 CL17 ECC Registered quad kit,128 GB,4 x,DDR4,2400 MHz
Corsair Vengeance LPX Black 32GB DDR4-3466 CL16 quad kit,32 GB,4 x,DDR4,3466 MHz
Crucial Ballistix Sport 12GB DDR3-1600 CL9 triple kit,12 GB,3 x,DDR3,1600 MHz
Team Vulcan Series Gold 8GB DDR3-1866 CL11 kit,8 GB,2 x,DDR3,1866 MHz
Corsair Dominator Platinum 16GB DDR4-2666 CL15 quad kit,16 GB,4 x,DDR4,2666 MHz
Crucial 24GB DDR3-1600 CL11 ECC Registered triple kit,24 GB,3 x,DDR3,1600 MHz
Kingston HyperX 6GB DDR3-1866 CL9 kit,6 GB,2 x,DDR3,1866 MHz
Kingston ValueRam 8GB DDR2-800 CL6 ECC Registered kit,8 GB,2 x,DDR2,800 MHz
Kingston HyperX Beast 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Corsair Vengeance Blue 16GB DDR3-1600 CL10 LP kit,16 GB,2 x,DDR3,1600 MHz
Geil Evo Veloce White 8GB DDR3-2800 CL11-14 kit,8 GB,2 x,DDR3,2800 MHz
Geil Evo Two 8GB DDR3-2400 CL10 kit,8 GB,2 x,DDR3,2400 MHz
G.Skill TridentX 8GB DDR3-2800 CL11-13 kit,8 GB,2 x,DDR3,2800 MHz
Geil Evo Potenza Onyx Black 16GB DDR3-1866 CL9 kit,16 GB,2 x,DDR3,1866 MHz
Transcend aXeRam 4GB DDR3-2000 CL9 kit,4 GB,2 x,DDR3,1800 MHz
OCZ Platinum 4GB DDR3-1600 ELV CL9 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill 4GB DDR2-667 CL4 kit,4 GB,2 x,DDR2,667 MHz
OCZ Platinum XTC 4GB DDR2-1066 kit,4 GB,2 x,DDR2,1066 MHz
Corsair Vengeance 24GB DDR3-1600 CL9 hexa kit,24 GB,6 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 16GB DDR4-3466 CL16 quad kit,16 GB,4 x,DDR4,3466 MHz
OCZ Obsidian 6GB DDR3-1600 CL9 triple kit,6 GB,3 x,DDR3,1600 MHz
OCZ Platinum XTC 4GB DDR2-1066 CL5 kit,4 GB,2 x,DDR2,1066 MHz
OCZ Gold XTC 6GB DDR3-1866 triple kitXTC,6 GB,3 x,DDR3,1866 MHz
OCZ Gold XTC 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Team Dark Series Blue 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Team Zeus Series Gold 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
Adata XPG Grey V2 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
Corsair Vengeance LPX Black 32GB DDR4-2800 CL14 quad kit,32 GB,4 x,DDR4,2800 MHz
Geil Evo Corsa 8GB DDR3-1866 CL10 kit,8 GB,2 x,DDR3,1866 MHz
G.Skill RipjawsZ 16GB DDR3-2133 CL10 quad kit,16 GB,4 x,DDR3,2133 MHz
Adata Premier 8GB DDR3-1600 CL11 kit,8 GB,2 x,DDR3,1600 MHz
Kingston ValueRam 128GB DDR4-2133 ECC Registered CL15 quad kit,128 GB,4 x,DDR4,2133 MHz
Kingston HyperX Beast 16GB DDR3-1866 CL10 quad kit,16 GB,4 x,DDR3,1866 MHz
Geil Evo One 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
Corsair ValueSelect 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
G.Skill Trident Z 16GB DDR4-2800 CL15 kit,16 GB,2 x,DDR4,2800 MHz
Geil Super Luce White/Blue 16GB DDR4-3400 CL16 quad kit,16 GB,4 x,DDR4,3400 MHz
Crucial Ballistix Smart Tracer 6GB DDR3-1600 CL8 triple kit,6 GB,3 x,DDR3,1600 MHz
OCZ Platinum 4GB DDR3-1333 CL7 Low Voltage kit,4 GB,2 x,DDR3,1333 MHz
Team Vulcan Series Red 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill Ares 16GB DDR3-2133 CL11 quad kit,16 GB,4 x,DDR3,2133 MHz
Kingston HyperX 4GB DDR3-2000 CL8 XMP Tall kit,4 GB,2 x,DDR3,2000 MHz
G.Skill Ripjaws IV Black 16GB DDR4-3400 CL16 quad kit,16 GB,4 x,DDR4,3400 MHz
Crucial Ballistix Sport LT 8GB DDR4-2400 CL16 kit,8 GB,2 x,DDR4,2400 MHz
G.Skill Ripjaws IV Blue 8GB DDR4-3000 CL15 kit,8 GB,2 x,DDR4,3000 MHz
Team Delta Red 16GB DDR4-2400 CL15 kit,16 GB,2 x,DDR4,2400 MHz
Kingston HyperX 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Corsair Dominator Platinum 8GB DDR4-2666 CL15 kit,8 GB,2 x,DDR4,2666 MHz
OCZ Gold AMD 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
OCZ ReaperX HPC 4GB DDR2-800 CL4 kit,4 GB,2 x,DDR2,800 MHz
Kingston ValueRam Intel 48GB DDR3-1333 CL9 ECC Registered triple kit,48 GB,3 x,DDR3,1333 MHz
Geil Evo Two 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Vengeance LPX Red 8GB DDR4-2133 CL13 kit,8 GB,2 x,DDR4,2133 MHz
Kingston HyperX 4GB DDR3-1333 CL7 kit,4 GB,2 x,DDR3,1333 MHz
Corsair Dominator Platinum 16GB DDR3-2933 CL12 quad kit,16 GB,4 x,DDR3,2933 MHz
G.Skill RipjawsX Blue 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Kingston HyperX 4GB DDR3-2000 CL9 XMP kit,4 GB,2 x,DDR3,2000 MHz
G.Skill Trident Z 64GB DDR4-3200 CL16 quad kit,64 GB,4 x,DDR4,3200 MHz
Geil Evo Potenza Onyx Black 8GB DDR3-2133 CL10 kit,8 GB,2 x,DDR3,2133 MHz
Team Vulcan Series Orange 16GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
Corsair Twin2X Dominator 4GB DDR2-1142 CL5 EPP DHX kit,4 GB,2 x,DDR2,1142 MHz
Kingston ValueRam 4GB DDR2-667 CL5 kit,4 GB,2 x,DDR2,667 MHz
Geil Black Dragon 4GB DDR3-1333 CL7 kit,4 GB,2 x,DDR3,1333 MHz
Crucial 32GB DDR4-2133 CL15 ECC Registered kit,32 GB,2 x,DDR4,2133 MHz
Kingston HyperX Predator 32GB DDR4-3200 CL16 quad kit,32 GB,4 x,DDR4,3200 MHz
G.Skill Ripjaws 12GB DDR3-1600 CL9 triple kit,12 GB,3 x,DDR3,1600 MHz
Adata XPG V3 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Geil Black Dragon 6GB DDR3-1333 CL9 triple kit,6 GB,3 x,DDR3,1333 MHz
Geil Dragon 16GB DDR4-3200 CL16 quad kit,16 GB,4 x,DDR4,3200 MHz
Corsair Vengeance Black Red LED 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
G.Skill RipjawsX 8GB DDR3-1866 CL9 quad kit,8 GB,4 x,DDR3,1866 MHz
Corsair Vengeance LPX Red 32GB DDR4-2666 CL16 kit,32 GB,2 x,DDR4,2666 MHz
G.Skill Value 16GB DDR4-2133 CL15 kit,16 GB,2 x,DDR4,2133 MHz
Adata XPG Plus V2 6GB DDR3-1866 CL8 triple kit,6 GB,3 x,DDR3,1866 MHz
G.Skill Ripjaws V Red 32GB DDR4-3333 CL16 kit,32 GB,2 x,DDR4,3333 MHz
Geil Super Luce Red 16GB DDR4-3000 CL16 quad kit,16 GB,4 x,DDR4,3000 MHz
OCZ Reaper HPC 16GB DDR3-1333 CL9 quad kit,16 GB,4 x,DDR3,1333 MHz
G.Skill RipjawsX 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
Kingston HyperX Black 8GB DDR3-2133 CL9 kit,8 GB,2 x,DDR3,2133 MHz
OCZ Value 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
Corsair Vengeance LPX Black 8GB DDR4-2133 CL13 kit,8 GB,2 x,DDR4,2133 MHz
Geil Evo Two 4GB DDR3-2500 CL9 kit,4 GB,2 x,DDR3,2500 MHz
G.Skill Ripjaws IV Black 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
G.Skill Ripjaws V Red 16GB DDR4-3466 CL16 kit,16 GB,2 x,DDR4,3466 MHz
Corsair Dominator Platinum 64GB DDR4-2800 CL14 octo kit,64 GB,8 x,DDR4,2800 MHz
OCZ Gold XTC 12GB DDR3-1600 CL8 triple kit,12 GB,3 x,DDR3,1600 MHz
Geil Evo One 12GB DDR3-1600 CL9 hexa kit,12 GB,6 x,DDR3,1600 MHz
Corsair Vengeance Black/Red LED 32GB DDR4-3400 CL16 quad kit,32 GB,4 x,DDR4,3400 MHz
G.Skill Trident Z Black/Yellow 16GB DDR4-3200 CL15 kit,16 GB,2 x,DDR4,3200 MHz
G.Skill Pi Black 4GB DDR2-800 CL4 kit,4 GB,2 x,DDR2,800 MHz
Team Vulcan Series Gold 32GB DDR3-1866 CL11 quad kit,32 GB,4 x,DDR3,1866 MHz
Corsair Vengeance LPX Black 16GB DDR4-3000 CL15 quad kit,16 GB,4 x,DDR4,3000 MHz
Team Xtreem Series 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Dominator GT 4GB DDR3-1866 CL9 kit,4 GB,2 x,DDR3,1866 MHz
Crucial Ballistix Sport LT White 32GB DDR4-2400 CL16 kit,32 GB,2 x,DDR4,2400 MHz
Corsair Dominator 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws V Black 8GB DDR4-3866 CL18 kit,8 GB,2 x,DDR4,3866 MHz
Corsair Dominator Platinum 32GB DDR4-3000 CL15 quad kit,32 GB,4 x,DDR4,3000 MHz
G.Skill Ripjaws V Red 16GB DDR4-2800 CL15 quad kit,16 GB,4 x,DDR4,2800 MHz
Crucial 12GB DDR3-1866 CL13 ECC Registered Triple kit,12 GB,3 x,DDR3,1866 MHz
Corsair XMS3 8GB DDR3-1600 CL9 quad kit,8 GB,4 x,DDR3,1600 MHz
Geil Evo Corsa 4GB DDR3-1866 CL10 kit,4 GB,2 x,DDR3,1866 MHz
Corsair Vengeance Pro Red 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
Corsair Vengeance LED 32GB DDR4-3200 CL16 quad kit,32 GB,4 x,DDR4,3200 MHz
OCZ Reaper HPC 8GB DDR3-2133 LV CL10 kit,8 GB,2 x,DDR3,2133 MHz
G.Skill Trident Z Black/Orange 32GB DDR4-3200 CL15 kit,32 GB,2 x,DDR4,3200 MHz
G.Skill Trident Z Black/White 64GB DDR4-3200 CL16 octo kit,64 GB,8 x,DDR4,3200 MHz
G.Skill Ripjaws IV 8GB DDR4-2133 CL15 kit,8 GB,2 x,DDR4,2133 MHz
Corsair Vengeance LPX White 16GB DDR4-3200 CL15 kit,16 GB,2 x,DDR4,3200 MHz
Crucial Ballistix Elite 32GB DDR4-2666 CL16 quad-kit,32 GB,4 x,DDR4,2666 MHz
Corsair Dominator 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill SQ 4GB DDR3-1333 CL9 Sodimm kit,4 GB,2 x,DDR3,1333 MHz
G.Skill Ripjaws 8GB DDR3-1333 CL9 quad kit,8 GB,4 x,DDR3,1333 MHz
Corsair Vengeance LPX Black 16GB DDR4-2133 CL13 quad kit,16 GB,4 x,DDR4,2133 MHz
Kingston ValueRam 64GB DDR4-2133 CL15 ECC Registered quad kit,64 GB,4 x,DDR4,2133 MHz
Crucial Ballistix Tactical 32GB DDR3-1600 CL8 quad kit,32 GB,4 x,DDR3,1600 MHz
Kingston ValueRam 24GB DDR3-1066 ECC Registered CL7 Quad Rank,24 GB,4 x,DDR3,1066 MHz
G.Skill RipjawsZ 16GB DDR3-1866 CL8 quad kit,16 GB,4 x,DDR3,1866 MHz
G.Skill Trident Z 32GB DDR4-3200 CL14 Black/White quad kit,32 GB,4 x,DDR4,3200 MHz
G.Skill Ripjaws IVGB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Trident Z Black/Silver 32GB DDR4-3333 CL16 kit,32 GB,2 x,DDR4,3333 MHz
G.Skill Trident Z 32GB DDR4-3466 CL16 quad kit,32 GB,4 x,DDR4,3466 MHz
Kingston HyperX Savage Black 16GB DDR4-2400 CL12 kit,16 GB,2 x,DDR4,2400 MHz
Kingston HyperX Savage 32GB DDR3-2133MHz CL11 quad kit,32 GB,4 x,DDR3,2133 MHz
Kingston ValueRam 8GB DDR3-1333 CL9 ECC Registered kit (sensor),8 GB,2 x,DDR3,1333 MHz
OCZ Platinum XTC 4GB DDR2-1100 CL5 kit,4 GB,2 x,DDR2,1100 MHz
G.Skill RipjawsX 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Kingston ValueRam 4GB DDR2-667 CL5 ECC kit,4 GB,2 x,DDR2,667 MHz
Kingston ValueRam 8GB DDR2-800 CL6 ECC kit,8 GB,2 x,DDR2,800 MHz
Corsair XMS3 8GB DDR3-1600 CL11 kit,8 GB,2 x,DDR3,1600 MHz
Crucial 4GB DDR3-1066 CL7 kit,4 GB,2 x,DDR3,1066 MHz
Team Dark Pro Series Grey 8GB DDR4-3000 CL15 kit,8 GB,2 x,DDR4,3000 MHz
Geil Black Dragon 8GB DDR3-1600 CL9 quad kit,8 GB,4 x,DDR3,1600 MHz
OCZ Blade 4GB DDR2-800 CL4 kit,4 GB,2 x,DDR2,800 MHz
Adata XPG 32GB DDR4-3000 CL16 quad kit,32 GB,4 x,DDR4,3000 MHz
Corsair Dominator 24GB DDR3-1333 CL9 hexa kit,24 GB,6 x,DDR3,1333 MHz
Geil Evo Corsa 16GB DDR3-2400 CL11 quad kit,16 GB,4 x,DDR3,2400 MHz
Kingston HyperX 6GB DDR3-1800 CL9 triple kit + KHX Fan,6 GB,3 x,DDR3,1800 MHz
Geil Super Luce Black/Blue 8GB DDR4-3000 CL16 kit,8 GB,2 x,DDR4,3000 MHz
G.Skill Aegis 8GB DDR3L-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
G.Skill Ares 16GB DDR3-2133 CL10 quad kit,16 GB,4 x,DDR3,2133 MHz
Crucial Ballistix Sport White 16GB DDR4-2400 CL16 kit,16 GB,2 x,DDR4,2400 MHz
Corsair Twin2X 4GB DDR2-1066 CL5 kit,4 GB,2 x,DDR2,1066 MHz
Corsair Dominator 8GB DDR3-1600 CL8 quad kit,8 GB,4 x,DDR3,1600 MHz
Corsair Vengeance Red 8GB DDR3-1600 C9 kit,8 GB,2 x,DDR3,1600 MHz
Geil Super Luce White 128GB DDR4-2400 CL14 octo kit,128 GB,8 x,DDR4,2400 MHz
Geil Black Dragon 12GB DDR3-1333 CL7 triple kit,12 GB,3 x,DDR3,1333 MHz
Team Dark Series Black 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
G.Skill SQ Series 16GB DDR3-1333 CL9 Sodimm quad kit,16 GB,4 x,DDR3,1333 MHz
Team Elite Plus Series Black 8GB DDR4-2400 CL16 kit,8 GB,2 x,DDR4,2400 MHz
OCZ Reaper HPC 8GB DDR3-1333 LV CL9 kit,8 GB,2 x,DDR3,1333 MHz
Transcend JetRam 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Corsair Vengeance Pro Red DDR3-2800 CL12kit,16 GB,2 x,DDR3,2800 MHz
Adata XPG V3 16GB DDR3-2400 CL11 kit,16 GB,2 x,DDR3,2400 MHz
Kingston HyperX Genesis Overclockers.uk Edition Gold 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
G.Skill TridentX 16GB DDR3-2400 CL10 quad kit,16 GB,4 x,DDR3,2400 MHz
Kingston ValueRam 48GB DDR3-1333 CL9 ECC triple kit,48 GB,3 x,DDR3,1333 MHz
Corsair Vengeance LPX Black 32GB DDR4-2133 CL13 quad kit,32 GB,4 x,DDR4,2133 MHz
Corsair ValueSelect 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
G.Skill RipjawsZ Blue 32GB DDR3-1600 CL10 quad kit,32 GB,4 x,DDR3,1866 MHz
Team Xtreem 16GB DDR3-2800 CL12 kit,16 GB,2 x,DDR3,2800 MHz
Adata XPG V3 8GB DDR3-2133 CL10 kit,8 GB,2 x,DDR3,2133 MHz
G.Skill Ripjaws V Black 32GB DDR4-3333 CL16 kit,32 GB,2 x,DDR4,3333 MHz
OCZ Gold 4GB DDR3-2000 CL10 kit,4 GB,2 x,DDR3,2000 MHz
Geil Evo Leggera 16GB DDR3-2133 CL10 quad kit,16 GB,4 x,DDR3,2133 MHz
G.Skill NT Series 4GB DDR4-2133 CL15 kit,4 GB,2 x,DDR4,2133 MHz
Kingston HyperX Red 4GB DDR3-1600 CL9 XMP kit,4 GB,2 x,DDR3,1600 MHz
Adata Premier 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
Geil 8GB DDR3-1399 quad kit,8 GB,4 x,DDR3,1399 MHz
OCZ Platinum XTC 12GB DDR3-1600 CL7 triple kit,12 GB,3 x,DDR3,1600 MHz
OCZ Reaper HPC 6GB DDR3-1600 CL8 triple kit,6 GB,3 x,DDR3,1600 MHz
Corsair XMS3 6GB DDR3-2000 CL9 triple kit,6 GB,3 x,DDR3,2000 MHz
G.Skill TridentX 32GB DDR3-2666 CL12 quad kit,32 GB,4 x,DDR3,2666 MHz
G.Skill Ripjaws V Red 32GB DDR4-2666 CL15 quad kit,32 GB,4 x,DDR4,2666 MHz
Kingston ValueRam 4GB DDR2-533 CL4 ECC Registered kit,4 GB,2 x,DDR2,533 MHz
Geil Evo Leggera 32GB DDR3-2133 CL11 quad kit,32 GB,4 x,DDR3,2133 MHz
Crucial Ballistix Elite 8GB DDR3-2133 CL9 kit,8 GB,2 x,DDR3,2133 MHz
G.Skill RipjawsX 16GB DDR3-1333 CL9 quad kit,16 GB,4 x,DDR3,1333 MHz
Crucial Ballistix Elite 16GB DDR4-2666 CL16 kit,16 GB,2 x,DDR4,2666 MHz
Adata XPG Gaming 6GB DDR3-1333 CL9 LV kit,6 GB,2 x,DDR3,1333 MHz
Geil 4GB DDR3-1333 CL6 kit,4 GB,2 x,DDR3,1333 MHz
Kingston HyperX T1 4GB DDR3-1600 CL9 XMP kit,4 GB,2 x,DDR3,1600 MHz
Crucial 12GB DDR3-1066 Registered ECC triple kit,12 GB,3 x,DDR3,1066 MHz
Transcend JetRam 8GB DDR3-1600 CL11 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill Trident Z 64GB DDR4-3200 CL14 octo kit,64 GB,8 x,DDR4,3200 MHz
Geil White Dragon 8GB DDR4-3000 CL14 kit,8 GB,2 x,DDR4,3000 MHz
G.Skill Ares 16GB DDR3-2133 CL9 quad kit,16 GB,4 x,DDR3,2133 MHz
Geil Value Plus 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Dominator GT 32GB DDR3-1866 CL9 quad kit,32 GB,4 x,DDR3,1866 MHz
Corsair Vengeance Blue 8GB DDR3-12133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
Geil Evo Leggera 16GB DDR3-2133 CL11 quad kit,16 GB,4 x,DDR3,2133 MHz
G.Skill Trident Z Black/Silver 32GB DDR4-3200 CL16 quad kit,32 GB,4 x,DDR4,3200 MHz
Kingston HyperX 64GB DDR4-2800 CL14 octo kit,64 GB,8 x,DDR4,2800 MHz
Geil Evo Corsa K2 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
G.Skill Trident Z Black/White 32GB DDR4-3200 CL16 quad kit,32 GB,4 x,DDR4,3200 MHz
Adata XPG V3 16GB DDR3-2933 CL12 kit,16 GB,2 x,DDR3,2933 MHz
Corsair Vengeance LPX Red DDR4-2400 CL16 kit,16 GB,2 x,DDR4,2400 MHz
OCZ Platinum XTC 4GB DDR3-1800 CL8 kit,4 GB,2 x,DDR3,1800 MHz
Corsair Dominator Platinum ROG Edition 32GB DDR4-3200 CL16 quad kit,32 GB,4 x,DDR4,3200 MHz
Corsair Vengeance LPX 64GB DDR4-2666 CL18 quad kit,64 GB,4 x,DDR4,2666 MHz
Transcend AxeRam 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Corsair Vengeance 8GB DDR3-1866 CL10 kit,8 GB,2 x,DDR3,1866 MHz
Corsair Vengeance 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Geil Evo Potenza Series Red 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
G.Skill RipjawsX 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Geil Evo Potenza 16GB DDR4-2666 CL15 quad kit,16 GB,4 x,DDR4,2666 MHz
Kingston HyperX Anniversary 16GB DDR3-1866 CL9 quad kit,16 GB,4 x,DDR3,1866 MHz
G.Skill Trident Z 32GB DDR4-3200 CL14 quad kit,32 GB,4 x,DDR4,3200 MHz
Adata XPG V3 16GB DDR3-2600 CL11 kit,16 GB,2 x,DDR3,2600 MHz
Corsair Dominator Platinum 64GB DDR3-2133 CL9 octo kit,64 GB,8 x,DDR3,2133 MHz
Geil Dragon 64GB DDR4-3000 CL13 quad kit,64 GB,4 x,DDR4,3000 MHz
Geil Evo One 12GB DDR3-1333 CL9 hexa kit,12 GB,6 x,DDR3,1333 MHz
OCZ Blade 6GB DDR3-2000 CL7 triple kit,6 GB,3 x,DDR3,2000 MHz
Kingston HyperX Fury Blue 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill Sniper 16GB DDR3-2133 CL11 quad kit,16 GB,4 x,DDR3,2133 MHz
G.Skill Trident Z 64GB DDR4-3400 CL16 octo kit,64 GB,8 x,DDR4,3400 MHz
G.Skill RipjawsX 128GB DDR4-2400 CL14 octa kit,128 GB,8 x,DDR4,2400 MHz
Kingston HyperX Genesis Overclockers.uk Edition Gold 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
G.Skill Ripjaws 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Kingston HyperX Black 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 32GB DDR4-3000 CL15 quad kit,32 GB,4 x,DDR4,3000 MHz
Team Elite Plus Series 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
G.Skill Ripjaws IV Blue 16GB DDR4-3400 CL16 quad kit,16 GB,4 x,DDR4,3400 MHz
Kingston HyperX Beast 32GB DDR3-2133MHz CL11 quad kit,32 GB,4 x,DDR3,2133 MHz
Geil White Dragon 32GB DDR4-2400 CL14 kit,32 GB,2 x,DDR4,2400 MHz
Crucial Ballistix 6GB DDR3-1333 CL7 triple kit,6 GB,3 x,DDR3,1333 MHz
Team Xtreem Series 16GB DDR3-2666 CL11 kit,16 GB,2 x,DDR3,2666 MHz
Transcend JetRam 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
Geil Evo Veloce 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
G.Skill TDS 4GB DDR3-2133 CL9 kit,4 GB,2 x,DDR3,2133 MHz
G.Skill Ripjaws IV 8GB DDR4-2666 CL15 kit,8 GB,2 x,DDR4,2666 MHz
Team Vulcan Series Gold 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Adata XPG V3 8GB DDR3-2933 CL12 kit,8 GB,2 x,DDR3,2933 MHz
Crucial 32GB DDR4-2400 CL14 quad kit,32 GB,4 x,DDR4,2400 MHz
Team Zeus Series Gold 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Corsair Dominator 32GB DDR3-1600 CL10 quad kit,32 GB,4 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 16GB DDR4-2400 CL14 kit,16 GB,2 x,DDR4,2400 MHz
Crucial 32GB DDR4-2133 CL15 kit,32 GB,2 x,DDR4,2133 MHz
Adata XPG V3 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
